frame,detected,best_confidence,best_class_id,x1,y1,x2,y2,num_boxes
523,1,0.634636,0,761.74,469.59,870.09,567.2,1
524,1,0.39969,0,770.37,463.68,893.84,564.6,1
525,1,0.570204,0,784.23,466.23,898.84,564.66,1
526,1,0.558909,0,805.38,465.24,911.14,563.38,1
527,1,0.635252,0,807.36,464.94,918.93,562.12,1
528,1,0.414135,0,799.51,461.05,910.74,561.77,1
529,1,0.380467,0,783.74,460.56,890.33,563.14,1
530,1,0.600411,0,772.7,459.61,876.05,559.06,1
531,1,0.532692,0,756.98,457.67,861.41,559.01,1
532,1,0.575352,0,737.98,456.5,845.91,556.34,1
533,1,0.671053,0,724.55,456.03,833.77,555.25,1
534,1,0.626956,0,724.78,453.98,836.71,555.16,1
535,1,0.558106,0,741.47,455.3,846.96,554.98,1
536,1,0.426359,0,758.38,454.74,863.69,554.96,1
537,1,0.619373,0,777.11,455.36,875.3,551.99,1
538,1,0.656536,0,784.99,453.02,892.99,552.26,1
539,1,0.644227,0,798.53,450.92,907.29,552.36,1
540,1,0.466047,0,807.43,450.6,914.05,550.25,1
541,1,0.640882,0,816.4,448.28,925.3,550.2,1
542,1,0.606967,0,828.2,447.97,938.28,549.98,1
543,1,0.501959,0,825.9,447.92,927.15,547.37,1
544,1,0.335325,0,802.79,445.27,914.13,545.55,1
545,1,0.642413,0,787.16,442.85,907.64,546.22,1
546,1,0.324977,0,780.27,448.3,880.94,543.36,1
547,1,0.568042,0,762.31,446.32,866.98,542.38,1
548,1,0.435056,0,750.01,444.15,853.05,541.35,1
549,1,0.441408,0,753.56,445.46,853.53,540.61,1
550,1,0.616859,0,764.65,440.76,880.53,540.97,1
551,1,0.728144,0,782.18,436.33,896.59,539.73,1
552,1,0.534281,0,796.94,438.87,902.27,537.66,1
553,1,0.670433,0,783.69,435.82,900.29,538.44,1
554,0,,,,,,,0
555,1,0.559833,0,759.91,432.04,866.11,536.34,1
556,1,0.662503,0,743.85,429.07,857.02,533.64,1
557,1,0.631038,0,751.97,431.66,859.22,536.07,1
558,1,0.453072,0,773.25,430.39,876.04,531.44,1
